bad_file_column_0based
217
226
231
235
249
254
258
263
332
549
558
563
567
572
581
586
590
595
604
609
618
1942
1951
1956
1961
1965
1966
1969
1970
1974
1975
1978
1979
1980
1983
1987
1988
1989
1993
1994
1997
1998
2001
2002
2003
2006
2007
2010
2011
2012
2015
2017
2020
2021
2025
2029
2030
2034
2038
2039
2043
